Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
Nissan Murano For Sale,"1,200,000",Nissan,Murano,2002,,Automatic,,Petrol,,Abeokuta,1000
Lexus GX 470 For Sale At Affordable Price,"1,500,000",Lexus,GX,2002,,Automatic,,Petrol,,Abeokuta,2000
Toyota RAV 4 For Sale At Affordable Price,"1,250,000",Toyota,RAV4,2003,,Automatic,,Petrol,,Abakaliki,1100
2011 Toyota Avalon very neat ,"1,250,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Oshodi,123456
Toyota Picnic For Sale At Affordable Price,"1,000,000",Toyota,Picnic,2002,,Automatic,,Petrol,,Abeokuta,1200
Toyota Corolla For Sale,"1,200,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abeokuta,1100
Toyota Sienna For Sale,"1,000,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Abakaliki,1000
2005 Toyota Sienna very neat ,"1,100,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Calabar,123456
2019 Lexus rx350 very neat ,"1,650,000",Lexus,RX,2002,,Automatic,,Petrol,,Zaria,123456
2019 Lexus rx very neat,"1,700,000",Lexus,RX,2002,,Automatic,,Petrol,,Calabar,123456
2016 Honda Accord very neat,"1,300,000",Honda,Accord,2002,,Automatic,,Petrol,,Egbeda,123456
2020 Toyota Corolla very neat,"1,650,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abuja,123456
2017 Toyota Corolla very neat,"1,500,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Calabar,123456
2017 Toyota Corolla very neat,"1,550,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Harcourt,123456
Lexus Rx330 Available Now,"1,000,000",Lexus,RX,2003,,Automatic,,Petrol,,Harcourt,93620
2009 Toyota Venza very neat,"1,250,000",Toyota,Venza,2002,,Automatic,,Petrol,,Calabar,123456
Toyota Matrix xr Mint Black,"1,000,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Makurdi,33600
2016 LandCruiser Prado Jeep ,"4,850,000",Toyota,Land Cruiser,2003,,Automatic,,Petrol,,Harcourt,91000
2009 TOYOTA CAMRY skyblue,"1,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Harcourt,542181
Toyota Camry sport Metallic Gold,"1,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Harcourt,96310
Toyota Camry Sport,"1,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Harcourt,47850
Toyota Camry Muscle silver,"1,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Mainland,84100
Toyota Camry Red Available,"1,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Harcourt,369000
Toyota Camry Golden color ,"1,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Town,85210
Toyota Camry white 07,"1,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Lagos,63000
very much Clean tokunbo Toyota Corolla s-sport black colour 2003 model for sale,"1,200,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Apapa,67000
Naija used Toyota Fortuner Mint Black,"2,350,000",Toyota,Fortuner,2003,,Automatic,,Petrol,,Agege,41700
Clean Title Toyota Corolla CE,"1,000,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Akure,71000
Affordable clean and neat tokunbo Toyota Corolla s-sport for sale 2003 model,"1,200,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Apapa,68000
Toyota Avalon White,"1,000,000",Toyota,Avalon,2003,,Automatic,,Petrol,,Harcourt,55230
Hyundai Elantra wagon,"1,000,000",Hyundai,Elantra,2003,,Automatic,,Petrol,,Harcourt,62990
2016 Honda Accord very neat,"1,300,000",Honda,Accord,2002,,Automatic,,Petrol,,Harcourt,123456
2014 Honda Accord very neat,"1,200,000",Honda,Accord,2002,,Automatic,,Petrol,,Calabar,123456
Clean and Sharp Toyota Camry SE,"2,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Abuja,52100
2013 BMW 750 LI full options,"2,950,000",BMW,X6,2003,,Automatic,,Petrol,,Agege,35296
2005 Lexus Es330 Tokunbo ,"1,000,000",Lexus,ES,2003,,Automatic,,Petrol,,Harcourt,93122
Lexus Es350 Silver Available,"1,000,000",Lexus,ES,2003,,Automatic,,Petrol,,Harcourt,61000
Mercedes c230,"1,000,000",Mercedes,C -class AMG,2003,,Automatic,,Petrol,,Alimosho,63900
Clean Toks Toyota Corolla 2004 ,"1,200,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,45112
Toyota Camry for sale,"2,500,000",Toyota,Camry,2005,,Automatic,,Petrol,,Badagry,16830
Toyota,"1,250,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,102588
Clean Toyota Corolla for sale,"1,250,000",Toyota,Camry,2004,,Automatic,,Petrol,,Lagos,102544
Toyota Corolla for sale,"1,250,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Badagry,16730
Toyota Corolla for sale ,"1,450,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Badagry,16730
Very much Clean and sound tokunbo Toyota Corolla s-sport for,"1,200,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,68000
Toyota Camry 2007 for sale,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,10
Toyota Corolla 2005 for sale,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abuja,10
Toyota Camry For Sale,"1,450,000",Toyota,Camry,2002,,Automatic,,Petrol,,Harcourt,10921
2012 Toyota Camry very neat,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Basorun,123456
2005 Toyota sienna very neat ,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Calabar,123456
2013 Toyota Camry very neat,"1,200,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Dawaki,123456
2015 Toyota Camry very neat,"1,800,000",Toyota,Hiace,2002,,Automatic,,Petrol,,Katampe,123456
2008 Toyota Camry very neat,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Calabar,123456
2005 Lexus rx very neat,"1,100,000",Lexus,RX,2002,,Automatic,,Petrol,,Harcourt,123456
CLEAN TOYOTA SIENNA ,"1,000,000",Toyota,Sienna,2004,,Automatic,,Petrol,,Harcourt,4210
Toyota,"1,000,000",Toyota,Venza,2004,,Automatic,,Petrol,,Complex,4120
Toyota,"1,000,000",Toyota,Venza,2004,,Automatic,,Petrol,,Complex,4120
TOYOTA CLEAN VENZA,"1,000,000",Toyota,Venza,2004,,Automatic,,Petrol,,Harcourt,4215
2020 Toyota Camry very neat,"1,800,000",Toyota,Camry,2002,,Automatic,,Petrol,,Calabar,123456
2015 Toyota Camry very neat,"1,250,000",Toyota,Camry,2002,,Automatic,,Petrol,,Calabar,123456
2014 Toyota Camry very neat,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,123456
2017 Toyota Camry very neat,"1,550,000",Toyota,Camry,2002,,Automatic,,Petrol,,Calabar,123456
clean 2007 Toyota sienna for sale,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Badagry,71000
clean 2011 lexus RX350 for sale,"1,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Badagry,21475
clean 2013 toyota sienna for sale,"3,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Badagry,14725
Direct tokunbo 2010 toyota Venza for sale,"2,100,000",Toyota,Venza,2002,,Automatic,,Petrol,,Badagry,21452
clean white 2009 Lexus RX350 for sale,"1,600,000",Lexus,RX,2002,,Automatic,,Petrol,,Badagry,71280
Neat 2014 toyota Rav4 for sale,"3,200,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Badagry,71800
2013 Toyota Camry very neat,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Harcourt,123456
clean 2017 lexus RX350 for sale,"3,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Badagry,7100
clean 2004 toyota camry for sale,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Bariga,7100
clean 2010 Acura TL for sale,"1,300,000",Acura,TL,2002,,Automatic,,Petrol,,Badagry,71000
2010 model Toyota hiace bus for sell. ,"3,100,000",Toyota,Hiace,2002,,Automatic,,Petrol,,Ikeja,142874
Neat 2012 mercedes benz c300 for sale,"3,000,000",Mercedes,C -class,2002,,Automatic,,Petrol,,Badagry,71000
Neat tokunbo toyota corolla 2012 model,"1,600,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Badagry,71000
Clean 2005 toyota highlander for sale,"2,000,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Badagry,71000
Lexus ES 350 For Sale,"1,200,000",Lexus,ES,2002,,Automatic,,Petrol,,Abuja,1300
Toyota Corolla For Sale At Affordable Price,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abeokuta,1100
Neat 2009 toyota corolla for sale,"1,400,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Badagry,32174
clean 2010 mercedes benz S550 4matic for sale,"2,600,000",Mercedes,SL -class,2002,,Automatic,,Petrol,,Badagry,23541
Neat 2015 mercedes benz c300 for sale,"3,000,000",Mercedes,C -class,2002,,Automatic,,Petrol,,Badagry,72563
neat 2012 toyota camry for sale,"2,500,000",Toyota,Camry,2002,,Automatic,,Petrol,,Badagry,71000
Toyota Corolla Le Available,"1,000,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Apapa,81000
clean  2008 Toyota Corolla ,"1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Warri,123456
2006 Toyota corolla very neat ,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Calabar,123456
2006 Toyota corolla very neat ,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Ekiti,123456
2009 Toyota camry very neat,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,123456
2015 lexus very neat,"1,300,000",Lexus,ES,2002,,Automatic,,Petrol,,Central,123456
2008 Toyota Camry very neat,"1,400,000",Toyota,Camry,2002,,Automatic,,Petrol,,Owerri,123456
2011 lexus rx350 very neat,"1,350,000",Lexus,RX,2002,,Automatic,,Petrol,,Harcourt,123456
2007 Toyota camry very neat,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ilorin,123456
2008 Toyota corolla very neat,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Akure,123456
Lexus Is250 silver,"1,200,000",Lexus,IS,2003,,Automatic,,Petrol,,Island,63120
Toyota Sienna Available 2015,"1,350,000",Toyota,Sienna,2003,,Automatic,,Petrol,,Island,51470
Toyota Camry 2009,"1,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Harcourt,71000
2006 toyota Avalon ,"1,200,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Warri,4000
2006 toyota Avalon ,"1,200,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Uyo,4000
Toyota Corolla 2006 for sale,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abuja,100
Toyota Corolla 2007 for sale ,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abuja,10
2010 model Toyota highlander for sell. ,"2,500,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Ikeja,147854
Clean Toyota Camry for sale,"1,200,000",Toyota,Camry,2004,,Automatic,,Petrol,,Lagos,102588
Clean Toyota Camry for sale,"1,200,000",Toyota,Camry,2004,,Automatic,,Petrol,,Lagos,104284
2007 Toyota Sienna ,"2,800,000",Toyota,Sienna,2007,,Automatic,,Petrol,,Abuja,104284
Toks 2009 White Volvo XC90 with GPS Navigator,"1,000,000",Volvo,XC90,2002,,Automatic,,Petrol,,Abuja,10
Toyota Highlander 2011,"7,100,000",Toyota,Highlander,2011,,Automatic,,Petrol,,Lagos,81063
Very Clean 2004 Liberty Jeep For An affordable Price.,"1,000,000",Jeep,Liberty,2004,,Automatic,,Petrol,,Lagos,193279
Neat Lexus ES 350 full option 2009,"1,500,000",Lexus,ES,2002,,Automatic,,Petrol,,Harcourt,123456
Toyota sienna,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,102454
Clean Toyota Camry for sale,"1,000,000",Toyota,Camry,2004,,Automatic,,Petrol,,Abuja,101188
Clean Toyota Corolla for sale,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,102528
Clean Toyota Highlander for sale,"2,000,000",Toyota,RAV4,2003,,Automatic,,Petrol,,Lagos,102848
Toyota Highlander for sale,"2,000,000",Toyota,Highlander,2004,,Automatic,,Petrol,,Lagos,101888
Clean Toyota Rav 4 for sale,"1,650,000",Toyota,RAV4,2003,,Automatic,,Petrol,,Lagos,101888
Toyota Camry for sale,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,104888
Toyota Corolla for sale,"1,000,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,104888
Toyota matrix,"1,000,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Lagos,102850
Neat Toyota matrix for sale,"1,000,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Lagos,105788
Clean Toyota matrix for sale,"1,000,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Lagos,102855
Clean Toyota Corolla for sale,"1,000,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,112588
Toyota,"1,000,000",Toyota,Avalon,2004,,Automatic,,Petrol,,Lagos,101258
TOYOTA SIENNA ,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,1000
Clean Pontiac vibe for sale,"1,000,000",Pontiac,Vibe,2004,,Automatic,,Petrol,,Lagos,102888
TOYOTA PICNIC ,"1,000,000",Toyota,Picnic,2002,,Automatic,,Petrol,,Lagos,1000
VOLKSWAGEN GOLF ,"1,000,000",Volkswagen,Golf,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS ES 350 ,"1,300,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,2000
TOYOTA AVALON ,"1,000,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Lagos,2000
LEXUS RX330 ,"1,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
HONDA ACCORD ,"1,000,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,1000
VOLKSWAGEN GOLF ,"1,000,000",Volkswagen,Golf,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS RX350 ,"1,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
FORD EDGE ,"1,300,000",Ford,Edge,2002,,Automatic,,Petrol,,Lagos,1000
VOLKSWAGEN PASSAT ,"1,000,000",Volkswagen,Passat,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA CAMRY ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA COROLLA ,"1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS RX330 ,"1,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA CAMRY RED COLOR 2010,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
MERCEDES-BENZ ,"1,500,000",Mercedes,ML -class AMG,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA TUNDRA ,"1,500,000",Toyota,Tundra,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA COROLLA ,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,1000
2010 model Toyota Sienna for sell. ,"1,400,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Ikeja,145258
TOYOTA CAMRY ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA AVENZA ,"1,500,000",Toyota,Avanza,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA SIENNA ,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,1000
2008 model Lexus rx 350 for sell. ,"1,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Ikeja,145254
Lexus RX 350 2015,"8,500,000",Lexus,RX,2015,,Automatic,,Petrol,,Mainland,29569
Clean Toyota Sienna Xle 2004,"1,300,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,120000
Sharp Toyota Sienna XLE 2002,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,120000
Neat Toyota Corolla Verso 2003,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,120000
Very Clean  Honda Accord EOD 04,"1,000,000",Honda,Accord,2003,,Automatic,,Petrol,,Lagos,120000
Very Clean  Honda Accord EOD 04,"1,000,000",Honda,Accord,2003,,Automatic,,Petrol,,Lagos,120000
Clean Lexus Rx 330 2005 model ,"1,850,000",Lexus,RX,2003,,Automatic,,Petrol,,Benin,13200
Sharp Toyota Matrix XR 2007 For Sale,"1,000,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Lagos,120000
2005 Toyota camry for sale,"1,300,000",Toyota,Camry,2003,,Automatic,,Petrol,,Abeokuta,12000
2005 Lexus 330 for sell.,"1,100,000",Lexus,RX,2002,,Automatic,,Petrol,,Ikeja,145254
Sharp Lexus RX 330 2004,"1,400,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,120000
Sharp Tokunbo LEXUS ES350 2010 ,"1,350,000",Lexus,ES,2003,,Automatic,,Petrol,,Lagos,120000
Tokunbo Toyota Camry 2007 Xle ,"1,450,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,120000
2008 Tokunbo Toyota Camry ,"1,350,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,6321
Toyota Camry ,"2,500,000",Toyota,Camry,2008,,Automatic,,Petrol,,Lagos,245100
TOYOTA AVENSIS ,"1,500,000",Toyota,Avensis,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA AVANZA ,"1,000,000",Toyota,Avanza,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA SIENNA ,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS RX350 ,"1,400,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA Matrix ,"1,000,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA HIACE ,"1,000,000",Toyota,Hiace,2002,,Automatic,,Petrol,,Lagos,1000
Mercedes-benz ,"1,000,000",Mercedes,E -class,2002,,Automatic,,Petrol,,Lagos,1000
2009 Lexus es350,"1,400,000",Lexus,ES,2002,,Automatic,,Petrol,,Uyo,3000
2006 toyota camry,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Uyo,3000
TOYOTA CAMRY ,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
2007 model Toyota corolla for sell. ,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Ikeja,125412
LEXUS RX330 ,"1,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA AVALON ,"1,300,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA HIACE ,"1,000,000",Toyota,Hiace,2002,,Automatic,,Petrol,,Lagos,1000
HONDA ACCORD ,"1,000,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA COROLLA ,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,1000
ACURA MDX ,"1,300,000",Acura,MDX,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS ES 330 ,"1,000,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,1000
VOLKSWAGEN GOLF ,"1,000,000",Volkswagen,Golf,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA PICNIC ,"1,000,000",Toyota,Picnic,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA SIENNA ,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS RX300 ,"1,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS RX350 ,"1,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA COROLLA ,"1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,2000
TOYOTA SIENNA ,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,1000
LEXUS ES 350 ,"1,400,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA CAMRY ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA CAMRY ,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA CAMRY ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
Toyota,"1,000,000",Toyota,Tundra,2003,,Automatic,,Petrol,,Ikeja,254000
Toyota,"1,000,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Ibadan,5000
Clean Toyota Corolla for sale,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Abuja,123456
2007 model Toyota Camry for sell. ,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ikeja,145254
Clean Toyota Corolla for sale,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Abuja,123456
Toyota,"1,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Harcourt,47510
Toyota Corolla for sale at affordable price,"2,500,000",Toyota,Corolla,2006,,Automatic,,Petrol,,Apapa,5000
Toyota corolla 2005 model,"1,150,000",Toyota,Supra,2002,,Automatic,,Petrol,,Lagos,5000
Toyota Camry for sale,"2,500,000",Toyota,Camry,2005,,Automatic,,Petrol,,Calabar,5000
2010 model Lexus RX 350 for sell.,"1,400,000",Lexus,RX,2002,,Automatic,,Petrol,,Ikeja,125478
2010 model Toyota venza for sell. ,"1,400,000",Toyota,Venza,2002,,Automatic,,Petrol,,Ikeja,148523
2010 model Toyota avensis for sell. ,"1,400,000",Toyota,Avensis,2002,,Automatic,,Petrol,,Ikeja,125472
2010 model Toyota Avalon for sell. ,"1,400,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Ikeja,124521
2010 model Toyota corolla for sell. ,"1,400,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Ikeja,123654
2010 model Toyota Camry for sell. ,"1,400,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ikeja,124521
2008 model Toyota avensis for sell. ,"1,200,000",Toyota,Avensis,2002,,Automatic,,Petrol,,Ikeja,142541
2008 model Toyota Avalon for sell. ,"1,200,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Ikeja,125412
2008 model Toyota corolla for sell. ,"1,200,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Ikeja,147852
2008 model Toyota Camry for sell. ,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ikeja,145254
Toyota Corolla,"1,350,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,100100
CLEAN TOYOTA COROLLA ,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,180
Toyota RAV 4 For Sale,"1,300,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Akure,1400
Toyota Corolla For Sale At Affordable Price,"1,200,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Ekiti,1300
Toyota Camry For Sale At Affordable Price,"1,250,000",Toyota,Camry,2003,,Automatic,,Petrol,,Abuja,1200
Lexus ES 350 For Sale At Affordable Price,"1,200,000",Lexus,ES,2002,,Automatic,,Petrol,,Abeokuta,1100
Toyota Corolla For sale at Affordable Price,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abakaliki,1000
TOYOTA COROLLA 2005 MODEL,"1,150,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,541235
foreign used Toyota sienna for sale,"1,500,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Festac,5000
Toyota Corolla s for sale,"1,500,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Lagos,5000
clean Toyota Corolla for sale at affordable price 2002,"1,900,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Owerri,5000
Toyota Highlander ,"4,500,000",Toyota,Highlander,2006,,Automatic,,Petrol,,Lagos,100
Toyota Corolla S 2002,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,18476
very clean Toyota corolla ,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Ichi,123456
2008 Toyota matrix ,"1,000,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Uyo,2360
2008 Toyota Highlander ,"5,800,000",Toyota,Highlander,2008,,Automatic,,Petrol,,Lagos,100
2008 Toyota camry very neat ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Harcourt,123456
Toyota camry very neat ,"1,000,000",Toyota,Camry,2001,,Automatic,,Petrol,,Akure,123456
Mercedes Benz C300,"3,500,000",Mercedes,C -class,2006,,Automatic,,Petrol,,Lagos,108
2010 Toyota venza is full of options buy and drive ,"3,500,000",Toyota,Venza,2002,,Automatic,,Petrol,,Ikorodu,1000
2010 Toyota Camry is full of options buy and drive ,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ikorodu,1000
Mercedes Benz G63,"8,500,000",Mercedes,G -class,2007,,Automatic,,Petrol,,Lagos,1000
Mercedes Benz class 300,"3,000,000",Mercedes,C -class,2007,,Automatic,,Petrol,,Lagos,1000
Mercedes Benz G63,"7,800,000",Mercedes,B-class,2009,,Automatic,,Petrol,,Lagos,105
Toyota Corolla ,"3,200,000",Toyota,Corolla,2006,,Automatic,,Petrol,,Lagos,100
Toyota Corolla ,"3,000,000",Toyota,Corolla,2006,,Automatic,,Petrol,,Lagos,1000
Toyota Corolla ,"2,650,000",Toyota,Corolla,2006,,Automatic,,Petrol,,Lagos,1000
Toyota Camry muscles ,"2,900,000",Toyota,Camry,2006,,Automatic,,Petrol,,Lagos,1000
Toyota Camry muscles ,"2,850,000",Toyota,Camry,2006,,Automatic,,Petrol,,Lagos,100
Toyota Camry muscles ,"2,900,000",Toyota,Camry,2006,,Automatic,,Petrol,,Lagos,100
2005 toyota corolla,"1,000,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Lagos,3000
Toyota venza for sale,"1,750,000",Toyota,Venza,2001,,Automatic,,Petrol,,Jos,99
Toyota Camry for sale,"1,400,000",Toyota,Camry,2001,,Automatic,,Petrol,,Mangoro,75
Toyota Corolla for sale,"1,200,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Apapa,55
Toyota matrix for sale,"1,210,000",Toyota,Matrix,2001,,Automatic,,Petrol,,Warri,68
